"rank","title","artist"
"1","Skyfall","Adele"
"2","One Day/Reckoning Song","Asaf Avidan & The Mojos"
"3","Candy","Robbie Williams"
"4","Gangnam Style","PSY"
"5","Diamonds","Rihanna"
"6","Musica","Fly Project"
"7","She Wolf (Falling To Pieces)","David Guetta & Sia"
"8","Don't You Worry Child","Swedish House Mafia & John Martin"
"9","Un Angelo Disteso Al Sole","Eros Ramazzotti"
"10","Madness","Muse"
"11","Hall Of Fame","Script & Will.i.am"
"12","She Wolf (Falling To Pieces)","David Guetta & Sia"
"13","Endless Summer","Oceana"
"14","Troppo Buono","Tiziano Ferro"
"15","Live While We're Young","One Direction"
"16","She Wolf (Falling To Pieces)","David Guetta & Sia"
"17","Call Me Maybe","Carly Rae Jepsen"
"18","Whistle","Flo Rida"
"19","Tu Mi Porti Su","Giorgia"
"20","Come Un Pittore","Moda"
