"rank","title","artist"
"1","Una Vita In Vacanza","Lo Stato Sociale"
"2","Non Mi Avete Fatto Niente","Ermal Meta & Fabrizio Moro"
"3","Cara Italia","Ghali"
"4","Cupido","Sfera Ebbasta & Quavo"
"5","Rockstar","Sfera Ebbasta"
"6","Perfect","Ed Sheeran"
"7","Sciroppo","Sfera Ebbasta & DrefGold"
"8","Il Mondo Prima Di Te","Annalisa"
"9","Il Ballo Delle Incertezze","Ultimo"
"10","Pem Pem","Elettra Lamborghini"
"11","Ricchi & Sempre","Sfera Ebbasta"
"12","God's Plan","Drake"
"13","Serpenti A Sonagli","Sfera Ebbasta"
"14","Leave A Light On","Tom Walker"
"15","La Musica Non C'e","Coez"
"16","Ipernova","Mr. Rain"
"17","Uber","Sfera Ebbasta"
"18","Echame La Culpa","Luis Fonsi & Demi Lovato"
"19","Serio","Emis Killa & Capo Plaza"
"20","No Roots","Alice Merton"
