"rank","title","artist"
"1","Mr. Saxobeat","Alexandra Stan"
"2","On The Floor","Jennifer Lopez & Pitbull"
"3","Where Them Girls At","David Guetta, Flo Rida & Nicki Minaj"
"4","Questa Estate Strana","Zero Assoluto"
"5","Set Fire To The Rain","Adele"
"6","S&M","Rihanna"
"7","Far L'Amore","Bob Sinclar & Raffaella Carra"
"8","Le Tasche Piene Di Sassi","Jovanotti"
"9","Eh...Gia","Vasco Rossi"
"10","Just Can't Get Enough","Black Eyed Peas"
"11","Arrivera","Emma & Moda"
"12","Far L'Amore","Bob Sinclar & Raffaella Carra"
"13","E.T.","Katy Perry"
"14","Diamante Lei E Luce Lui","Annalisa"
"15","Rolling In The Deep","Adele"
"16","Tutto L'amore Che Ho","Jovanotti"
"17","Il Mare Immenso","Giusy Ferreri"
"18","Barbra Streisand","Duck Sauce"
"19","La Mia Storia Con Te","Alessandra Amoroso"
"20","Just The Way You Are","Bruno Mars"
