"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","You Will Never Know","Imany"
"3","Best Song Ever","One Direction"
"4","La La La","Naughty Boy & Sam Smith"
"5","Blurred Lines","Robin Thicke"
"6","Get Lucky","Daft Punk"
"7","Play Hard","David Guetta"
"8","Zalele","Claudia, Asu & Ticy"
"9","I'm In Love","Ola"
"10","Pronto A Correre","Marco Mengoni"
"11","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"12","L'Ultima Cosa Che Faro","Claudio Baglioni"
"13","L'universo Tranne Noi","Max Pezzali"
"14","I Love It","Icona Pop"
"15","Love Me Again","John Newman"
"16","Mi Mi Mi","Serebro"
"17","Dimentico Tutto","Emma"
"18","Safe And Sound","Capital Cities"
"19","Estate","Jovanotti"
"20","My Head Is A Jungle","Wankelmut & Emma Louise"
