"rank","title","artist"
"1","Auto Blu","Shiva & Eiffel 65"
"2","Fiori Di Chernobyl","Mr. Rain"
"3","Good Times","Ghali"
"4","Ma Lo Vuoi Capire?","Tommaso Paradiso"
"5","Roses","SAINt JHN"
"6","Death Bed","Powfu & Beabadoobee"
"7","Blinding Lights","Weeknd"
"8","Le Feste Di Pablo","Cara & Fedez"
"9","Cioilflow","Dani Faiv & Salmo"
"10","Bando","Anna"
"11","Ora Che Ti Guardo Bene","Gazzelle"
"12","Toosie Slide","Drake"
"13","Rapide","Mahmood"
"14","Tusa","Karol G & Nicki Minaj"
"15","Dilemme","Lous And The Yakuza, Tha Supreme & Mara Sattei"
"16","16 Marzo","Achille Lauro & Gow Tribe"
"17","Chega","Gaia"
"18","Boogieman","Ghali & Salmo"
"19","Ringo Starr","Pinguini Tattici Nucleari"
"20","Blun7 A Swishland","Tha Supreme"
