"rank","title","artist"
"1","Bailando","Enrique Iglesias"
"2","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"3","Chandelier","Sia"
"4","Geronimo","Sheppard"
"5","All About That Bass","Meghan Trainor"
"6","Blame","Calvin Harris & John Newman"
"7","Lovers On The Sun","David Guetta & Sam Martin"
"8","A Sky Full Of Stars","Coldplay"
"9","Boom Clap","Charli XCX"
"10","Maps","Maroon 5"
"11","All Of Me","John Legend"
"12","When The Beat Drops Out","Marlon Roudette"
"13","Rude","Magic!"
"14","My Type","Saint Motel"
"15","Shake It Off","Taylor Swift"
"16","Resta Ancora Un Po","Emma"
"17","The Days","Avicii"
"18","Fragili","Club Dogo & Arisa"
"19","Hideaway","Kiesza"
"20","Problem","Ariana Grande & Iggy Azalea"
