"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Volare","Fabio Rovazzi & Gianni Morandi"
"3","Senza Pagare","J- AX & Fedez, T- Pain"
"4","Shape Of You","Ed Sheeran"
"5","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"6","Something Just Like This","Chainsmokers & Coldplay"
"7","Happy Days","Ghali"
"8","Pamplona","Fabri Fibra & Thegiornalisti"
"9","Believer","Imagine Dragons"
"10","Symphony","Clean Bandit & Zara Larsson"
"11","Sign Of The Times","Harry Styles"
"12","No Lie","Sean Paul & Dua Lipa"
"13","Be Mine","Ofenbach"
"14","Swalla","Jason Derulo, Nicki Minaj & Ty Dolla $ign"
"15","It Ain't Me","Kygo & Selena Gomez"
"16","Occidentali's Karma","Francesco Gabbani"
"17","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"18","Attention","Charlie Puth"
"19","You Don't Know Me","Jax Jones & Raye"
"20","I'm The One","DJ Khaled"
