"rank","title","artist"
"1","Soldi","Mahmood"
"2","I Tuoi Particolari","Ultimo"
"3","Shallow","Lady Gaga & Bradley Cooper"
"4","Sweet But Psycho","Ava Max"
"5","Calma (Remix)","Pedro Capo & Farruko"
"6","Per Un Milione","BoomDaBash"
"7","La Ragazza Con Il Cuore Di Latta","Irama"
"8","Con Calma","Daddy Yankee & Snow"
"9","E Sempre Bello","Coez"
"10","Hola (I Say)","Marco Mengoni & Tom Walker"
"11","Senza Farlo Apposta","Shade & Federica Carta"
"12","Fateme Canta","Ultimo"
"13","Rolls Royce","Achille Lauro, Boss Doms, Frenetik & Orang3"
"14","Il Cielo Nella Stanza","Salmo & Nstasia"
"15","Baila Baila Baila","Ozuna"
"16","Cosa Ti Aspetti Da Me","Loredana Berte"
"17","Happier","Marshmello & Bastille"
"18","Stamm Fort","Luche & Sfera Ebbasta"
"19","7 Rings","Ariana Grande"
"20","High Hopes","Panic! At The Disco"
