"rank","title","artist"
"1","Love Me Like You Do","Ellie Goulding"
"2","Cheerleader","OMI"
"3","Uptown Funk!","Mark Ronson & Bruno Mars"
"4","Take Me To Church","Hozier"
"5","Guerriero","Marco Mengoni"
"6","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"7","Hold Back The River","James Bay"
"8","Thinking Out Loud","Ed Sheeran"
"9","Sugar","Maroon 5"
"10","Magnifico","Fedez & Francesca Michielin"
"11","Siamo Uguali","Lorenzo Fragola"
"12","Sabato","Jovanotti"
"13","Una Finestra Tra Le Stelle","Annalisa"
"14","Goodbye","Feder & Lyse"
"15","Incanto","Tiziano Ferro"
"16","Grande Amore","Il Volo"
"17","L'amore Esiste","Francesca Michielin"
"18","Straordinario","Chiara"
"19","Firestone","Kygo & Conrad"
"20","Fatti Avanti Amore","Nek"
