"rank","title","artist"
"1","Musica Leggerissima","Colapesce & Dimartino"
"2","Voce","Madame"
"3","Zitti E Buoni","Maneskin"
"4","Chiamami Per Nome","Francesca Michielin & Fedez"
"5","La Genesi Del Tuo Colore","Irama"
"6","La Canzone Nostra","Mace, Blanco & Salmo"
"7","Fiamme Negli Occhi","Coma Cose"
"8","Dieci","Annalisa"
"9","Parlami","Fasma & GG"
"10","Lady","Sangiovanni"
"11","Il Mio Amico","Madame & Fabri Fibra"
"12","Mai Dire Mai (La Locura)","Willie Peyote"
"13","Coraline","Maneskin"
"14","Ferma A Guardare","Ernia & Pinguini Tattici Nucleari"
"15","Bugie","Madame, Rkomi & Carl Brave"
"16","Venere E Marte","Takagi & Ketra, Marco Mengoni & Frah Quintale"
"17","Glicine","Noemi"
"18","Dimmi Ora","Madame & Gue Pequeno"
"19","Amare","La Rappresentante Di Lista"
"20","Vent'Anni","Maneskin"
