"rank";"title";"artist"
"1";"La Fine Del Mondo";"Anastasio"
"2";"Cherofobia";"Martina Attili"
"3";"Torna A Casa";"Maneskin"
"4";"Il Cielo Nella Stanza";"Salmo & Nstasia"
"5";"Cabriolet";"Salmo & Sfera Ebbasta"
"6";"Los Angeles";"Luna"
"7";"Stai Zitto";"Salmo & Fabri Fibra"
"8";"90MIN";"Salmo"
"9";"Prima Di Ogni Cosa";"Fedez"
"10";"Taki Taki";"DJ Snake, Ozuna, Selena Gomez & Cardi B"
"11";"Sparare Alla Luna";"Salmo & Coez"
"12";"Lunedi";"Salmo"
"13";"Don't Stop Me";"Bowland"
"14";"Cascare Nei Tuoi Occhi";"Ultimo"
"15";"Shallow";"Lady Gaga & Bradley Cooper"
"16";"Ho Paura Di Uscire";"Salmo"
"17";"Ricchi E Morti";"Salmo"
"18";"Piume";"Leo Gassmann"
"19";"Se Piovesse Il Tuo Nome";"Elisa"
"20";"Cambiare Adesso";"Dark Polo Gang"
