"rank","title","artist"
"1","Dragostea Din Tei","Haiducii"
"2","Shut Up","Black Eyed Peas"
"3","Amazing","George Michael"
"4","My Immortal","Evanescence"
"5","Turn Me On","Kevin Lyttle"
"6","Fuori Dal Tunnel","Caparezza"
"7","Hey Ya!","Outkast"
"8","L'uomo Volante","Marco Masini"
"9","Toxic","Britney Spears"
"10","In The Shadows","Rasmus"
"11","Superstar","Jamelia"
"12","Cuando Volveras","Aventura"
"13","Red Blooded Woman","Kylie Minogue"
"14","Crudele","Mario Venuti"
"15","Love Profusion","Madonna"
"16","I'm Still In Love With You","Sean Paul"
"17","Obsesion","Aventura"
"18","Sunshine","Patrice"
"19","Sunrise","Norah Jones"
"20","Life For Rent","Dido"
