"rank","title","artist"
"1","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"2","Hideaway","Kiesza"
"3","Bailando","Enrique Iglesias"
"4","Lovers On The Sun","David Guetta & Sam Martin"
"5","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"6","A Sky Full Of Stars","Coldplay"
"7","Summer","Calvin Harris"
"8","The Chamber","Lenny Kravitz"
"9","Waves","Mr Probz"
"10","Am I Wrong","Nico & Vinz"
"11","Lasciami Entrare","Valerio Scanu"
"12","Maps","Maroon 5"
"13","Maracana","Emis Killa"
"14","Love Never Felt So Good","Michael Jackson"
"15","On Top Of The World","Imagine Dragons"
"16","Splendida Ostinazione","Marco Carta"
"17","Extraordinary","Clean Bandit"
"18","All Of Me","John Legend"
"19","Geronimo","Sheppard"
"20","Stay With Me","Sam Smith"
