"rank","title","artist"
"1","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"2","Mi Gente","J Balvin & Willy William"
"3","Senza Pagare","J- AX & Fedez, T- Pain"
"4","More Than You Know","Axwell & Ingrosso"
"5","Me Rehuso","Danny Ocean"
"6","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"7","Riccione","Thegiornalisti"
"8","Thunder","Imagine Dragons"
"9","What About Us","P!nk"
"10","Friends","Justin Bieber & Blood Pop"
"11","Rockstar","Post Malone & 21 Savage"
"12","La Musica Non C'e","Coez"
"13","Tran Tran","Sfera Ebbasta"
"14","El Party","Jake La Furia & Alessio La Profunda Melodia"
"15","No Vacancy","OneRepublic"
"16","Habibi","Ghali"
"17","Glorious","Macklemore & Skylar Grey"
"18","Attention","Charlie Puth"
"19","Look What You Made Me Do","Taylor Swift"
"20","Milionario","Gue Pequeno & El Micha"
