"rank","title","artist"
"1","Ginza","J Balvin"
"2","Est-ce Que Tu M`aimes?","Maitre Gims"
"3","7 Years","Lukas Graham"
"4","Nessun Grado Di Separazione","Francesca Michielin"
"5","Sorry","Justin Bieber"
"6","Stitches","Shawn Mendes"
"7","Work","Rihanna & Drake"
"8","Hymn For The Weekend","Coldplay & Beyonce"
"9","Faded","Alan Walker"
"10","Take Me Home","Jess Glynne"
"11","Love Yourself","Justin Bieber & Jaden Smith"
"12","Reality","Lost Frequencies & Janieck Devy"
"13","Adventure Of A Lifetime","Coldplay"
"14","Stressed Out","Twenty One Pilots"
"15","Un Giorno Mi Dirai","Stadio"
"16","Pillowtalk","Zayn Malik"
"17","Quando Sono Lontano","Clementino"
"18","Wake Up","Rocco Hunt"
"19","What Do You Mean?","Justin Bieber"
"20","Fast Car","Jonas Blue & Dakota"
