"rank";"title";"artist"
"1";"Allenamento #4";"Capo Plaza"
"2";"La Canzone Nostra";"Mace, Blanco & Salmo"
"3";"Baby";"Sfera Ebbasta & J Balvin"
"4";"Venere E Marte";"Takagi & Ketra, Marco Mengoni & Frah Quintale"
"5";"Scooby Doo";"Pinguini Tattici Nucleari"
"6";"Destri";"Gazzelle"
"7";"Una Canzone D'Amore Buttata Via";"Vasco Rossi"
"8";"Superclassico";"Ernia"
"9";"Altalene";"Bloody Vinyl, Slait, Tha Supreme & Mara Sattei, Coez"
"10";"Bella Storia";"Fedez"
"11";"Mood";"24kGoldn & Iann Dior"
"12";"Don't Worry";"BoomDaBash"
"13";"Head & Heart";"Joel Corry & MNEK"
"14";"Concedimi";"Matteo Romano"
"15";"Vent'Anni";"Maneskin"
"16";"Bottiglie Prive";"Sfera Ebbasta"
"17";"Slatt";"Rondodasosa & Capo Plaza"
"18";"Dakiti";"Bad Bunny & Jhay Cortez"
"19";"Hypnotized";"Purple Disco Machine & Sophie And The Giants"
"20";"A Un Passo Dalla Luna";"Rocco Hunt & Ana Mena"
