"rank","title","artist"
"1","Andiamo A Comandare","Fabio Rovazzi"
"2","Cheap Thrills","Sia"
"3","Sofia","Alvaro Soler"
"4","Vorrei Ma Non Posto","J-AX & Fedez"
"5","Duele El Corazon","Enrique Iglesias & Wisin"
"6","This Girl","Kungs"
"7","One Dance","Drake, Wizkid & Kyla"
"8","Cold Water","Major Lazer, Justin Bieber & MØ"
"9","This Is What You Came For","Calvin Harris & Rihanna"
"10","This One's For You","David Guetta & Zara Larsson"
"11","Can't Stop The Feeling!","Justin Timberlake"
"12","Hymn For The Weekend","Coldplay & Beyonce"
"13","Faded","Alan Walker"
"14","Don't Let Me Down","Chainsmokers & Daya"
"15","I Took A Pill In Ibiza","Mike Posner"
"16","Lost On You","LP"
"17","We Don't Talk Anymore","Charlie Puth & Selena Gomez"
"18","No Money","Galantis"
"19","Treat You Better","Shawn Mendes"
"20","Wherever I Go","OneRepublic"
