"rank","title","artist"
"1","Per Me E' Importante","Tiromancino"
"2","Die Another Day","Madonna"
"3","Feel","Robbie Williams"
"4","Vieni A Vedere Perche'","Cesare Cremonini"
"5","All The Things She Said","T.A.T.U."
"6","Objection (Tango)","Shakira"
"7","Jenny From The Block","Jennifer Lopez"
"8","Dilemma","Nelly"
"9","Asereje","Las Ketchup"
"10","Dirrty","Christina Aguilera"
"11","Hey Sexy Lady","Shaggy"
"12","Electrical Storm","U2"
"13","Lonesome Day","Bruce Springsteen"
"14","Ci Sono Anch'io","883"
"15","Round Round","Sugababes"
"16","What's Your Flava?","Craig David"
"17","Un Nuovo Bacio","Gigi D'alessio"
"18","Like I Love You","Justin Timberlake"
"19","The Game Of Love","Santana & Michelle Branch"
"20","Can't Stop Loving You","Phil Collins"
