"rank","title","artist"
"1","Stamm Fort","Luche & Sfera Ebbasta"
"2","E Sempre Bello","Coez"
"3","Calma (Remix)","Pedro Capo & Farruko"
"4","Il Cielo Nella Stanza","Salmo & Nstasia"
"5","7 Rings","Ariana Grande"
"6","Hola (I Say)","Marco Mengoni & Tom Walker"
"7","Torna A Casa","Maneskin"
"8","Stanza Singola","Franco126 & Tommaso Paradiso"
"9","Se Piovesse Il Tuo Nome","Elisa"
"10","Sweet But Psycho","Ava Max"
"11","Happy Birthday","Sfera Ebbasta"
"12","90MIN","Salmo"
"13","Giornate Vuote","Frenetik & Orang 3"
"14","La Fine Del Mondo","Anastasio"
"15","Posso","Carl Brave & Max Gazze"
"16","Happier","Marshmello & Bastille"
"17","Supernova","MadMan & Emis Killa"
"18","Cascare Nei Tuoi Occhi","Ultimo"
"19","Taki Taki","DJ Snake, Ozuna, Selena Gomez & Cardi B"
"20","Bohemian Rhapsody","Queen"
