"rank","title","artist"
"1","Jubel","Klingande"
"2","Let Her Go","Passenger"
"3","Stardust","Mika & Chiara"
"4","Ordinary Love","U2"
"5","Hey Brother","Avicii"
"6","The Monster","Eminem & Rihanna"
"7","Do What U Want","Lady Gaga & R. Kelly"
"8","Wrecking Ball","Miley Cyrus"
"9","Happy","Pharrell Williams"
"10","Wake Me Up!","Avicii"
"11","Timber","Pitbull & Ke$ha"
"12","Summertime Sadness","Lana Del Rey"
"13","Burn","Ellie Goulding"
"14","Unconditionally","Katy Perry"
"15","I'm Your Sacrifice","Ozark Henry"
"16","Talk Dirty","Jason Derulo & 2 Chainz"
"17","Animals","Martin Garrix"
"18","Roar","Katy Perry"
"19","Demons","Imagine Dragons"
"20","Tu Sei Lei","Ligabue"
