"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Shape Of You","Ed Sheeran"
"3","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"4","Occidentali's Karma","Francesco Gabbani"
"5","Something Just Like This","Chainsmokers & Coldplay"
"6","Bimbi","Charlie Charles"
"7","Believer","Imagine Dragons"
"8","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"9","It Ain't Me","Kygo & Selena Gomez"
"10","You Don't Know Me","Jax Jones & Raye"
"11","Cold","Maroon 5 & Future"
"12","I Don't Wanna Live Forever","Zayn & Taylor Swift"
"13","Paris","Chainsmokers"
"14","Chained To The Rhythm","Katy Perry & Skip Marley"
"15","Galway Girl","Ed Sheeran"
"16","Castle On The Hill","Ed Sheeran"
"17","Chantaje","Shakira & Maluma"
"18","No Lie","Sean Paul & Dua Lipa"
"19","Be Mine","Ofenbach"
"20","Il Diario Degli Errori","Michele Bravi"
