"rank","title","artist"
"1","Wake Me Up!","Avicii"
"2","L'Anima Vola","Elisa"
"3","You Will Never Know","Imany"
"4","Il Sale Della Terra","Ligabue"
"5","Roar","Katy Perry"
"6","Love Me Again","John Newman"
"7","Amore Puro","Alessandra Amoroso"
"8","Burn","Ellie Goulding"
"9","Summertime Sadness","Lana Del Rey"
"10","Safe And Sound","Capital Cities"
"11","Wrecking Ball","Miley Cyrus"
"12","Blurred Lines","Robin Thicke"
"13","Bonfire Heart","James Blunt"
"14","Can't Hold Us","Macklemore, Ryan Lewis & Ray Dalton"
"15","Applause","Lady Gaga"
"16","Non Passerai","Marco Mengoni"
"17","Lose Yourself To Dance","Daft Punk & Pharrell Williams"
"18","Non Fa Niente Ormai","Elisa"
"19","Dimentico Tutto","Emma"
"20","Estate","Jovanotti"
