"rank","title","artist"
"1","Fango","Jovanotti"
"2","Bleeding Love","Leona Lewis"
"3","Amen","Zucchero"
"4","I'll Be Waiting","Lenny Kravitz"
"5","Buonanotte All'italia","Ligabue"
"6","Cade La Pioggia","Negramaro"
"7","Dimmi","Francesco Renga"
"8","Let Me Out","Ben's Brother"
"9","Supernatural Superserious","R.E.M."
"10","Mercy","Duffy"
"11","Tear Down These Houses","Skin"
"12","Won't Go Home Without You","Maroon 5"
"13","Apologize","Timbaland"
"14","Wanna Be Startin' Somethin' 2008","Michael Jackson & Akon"
"15","New Soul","Yael Naim"
"16","Indimenticabile!","Antonello Venditti"
"17","If I Had Eyes","Jack Johnson"
"18","What A Fool Believes","Neri Per Caso"
"19","Pumpkin Soup","Kate Nash"
"20","Milano","Alex  Britti"
