"rank";"title";"artist"
"1";"Dance Monkey";"Tones And I"
"2";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"3";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"4";"Pookie";"Aya Nakamura"
"5";"Non Avere Paura";"Tommaso Paradiso"
"6";"Gigolo";"Lazza & Sfera Ebbasta, Capo Plaza"
"7";"Barrio";"Mahmood"
"8";"Chiasso";"Random & Zenit"
"9";"Yoshi";"Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"10";"Come Mai";"Fabri Fibra & Franco 126"
"11";"Cin Cin";"Alfa & Yanomi"
"12";"Twerk";"Mambolosco & Boro Boro"
"13";"Bossoli";"Shiva"
"14";"Dove E Quando";"Benji & Fede"
"15";"Highest In The Room";"Travis Scott"
"16";"Lento";"Boro Boro & Mambolosco"
"17";"Non Sto Piu In Zona";"Shiva & Pyrex"
"18";"Piccola Stella";"Ultimo"
"19";"Margarita";"Elodie & Marracash"
"20";"Senorita";"Shawn Mendes & Camila Cabello"
