"rank","title","artist"
"1","Ginza","J Balvin"
"2","Est-ce Que Tu M`aimes?","Maitre Gims"
"3","Pillowtalk","Zayn Malik"
"4","Sorry","Justin Bieber"
"5","Stitches","Shawn Mendes"
"6","Take Me Home","Jess Glynne"
"7","Adventure Of A Lifetime","Coldplay"
"8","What Do You Mean?","Justin Bieber"
"9","Locked Away","R. City & Adam Levine"
"10","Hello","Adele"
"11","Reality","Lost Frequencies & Janieck Devy"
"12","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"13","Love Yourself","Justin Bieber & Jaden Smith"
"14","Volevo Te","Giusy Ferreri"
"15","Take Your Time","Sam Hunt"
"16","Hotline Bling","Drake"
"17","7 Years","Lukas Graham"
"18","Roma Bangkok","Baby K & Giusy Ferreri"
"19","Beautiful Disaster","Fedez & Mika"
"20","Ego","Willy William"
