"rank","title","artist"
"1","Il Pulcino Pio","Pulcino Pio"
"2","One Day/Reckoning Song","Asaf Avidan & The Mojos"
"3","Skyfall","Adele"
"4","Gangnam Style","PSY"
"5","Hall Of Fame","Script & Will.i.am"
"6","Little Talks","Of Monsters And Men"
"7","She Wolf (Falling To Pieces)","David Guetta & Sia"
"8","P.E.S.","Club Dogo & Giuliano Palma"
"9","Madness","Muse"
"10","Candy","Robbie Williams"
"11","Don't You Worry Child","Swedish House Mafia & John Martin"
"12","Live While We're Young","One Direction"
"13","She Wolf (Falling To Pieces)","David Guetta & Sia"
"14","Whistle","Flo Rida"
"15","Come Un Pittore","Moda"
"16","Call Me Maybe","Carly Rae Jepsen"
"17","Tu Mi Porti Su","Giorgia"
"18","Endless Summer","Oceana"
"19","She Wolf (Falling To Pieces)","David Guetta & Sia"
"20","Balada ","Gusttavo Lima"
