"rank","title","artist"
"1","See You Again","Wiz Khalifa & Charlie Puth"
"2","Cheerleader","OMI"
"3","Lean On","Major Lazer, Snake & MO"
"4","Firestone","Kygo & Conrad"
"5","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"6","L'Amore Eternit","Fedez"
"7","Love Me Like You Do","Ellie Goulding"
"8","Want To Want Me","Jason Derulo"
"9","El Perdon","Nicky Jam & Enrique Iglesias"
"10","Uptown Funk!","Mark Ronson & Bruno Mars"
"11","Buon Viaggio","Cesare Cremonini"
"12","Maria Salvador","J-AX"
"13","L'amore Esiste","Francesca Michielin"
"14","FourFiveSeconds","Rihanna, Kanye West & Paul McCartney"
"15","Hold My Hand","Jess Glynne"
"16","Sugar","Maroon 5"
"17","Senza Fare Sul Serio","Malika Ayane"
"18","Everytime","Kolors"
"19","Take Me To Church","Hozier"
"20","Esseri Umani","Marco Mengoni"
