"rank","title","artist"
"1","Burn","Ellie Goulding"
"2","Let Her Go","Passenger"
"3","Royals","Lorde"
"4","Io Prima Di Te","Eros Ramazzotti"
"5","Story Of My Life","One Direction"
"6","L'Anima Vola","Elisa"
"7","Venus","Lady Gaga"
"8","Wake Me Up!","Avicii"
"9","Nuvole Di Fango","Fedez & Gianna Nannini"
"10","Wrecking Ball","Miley Cyrus"
"11","Roar","Katy Perry"
"12","Bonfire Heart","James Blunt"
"13","The Monster","Eminem & Rihanna"
"14","Summertime Sadness","Lana Del Rey"
"15","Cambia-Menti","Vasco Rossi"
"16","Love Me Again","John Newman"
"17","Walk On The Wild Side","Lou Reed"
"18","Quando Una Stella Muore","Giorgia"
"19","Gli Anni D'oro","Jake La Furia"
"20","Animals","Martin Garrix"
