"rank","title","artist"
"1","Royals","Lorde"
"2","L'Anima Vola","Elisa"
"3","Do What U Want","Lady Gaga & R. Kelly"
"4","Wake Me Up!","Avicii"
"5","Burn","Ellie Goulding"
"6","Cambia-Menti","Vasco Rossi"
"7","Wrecking Ball","Miley Cyrus"
"8","Roar","Katy Perry"
"9","Bonfire Heart","James Blunt"
"10","Let Her Go","Passenger"
"11","Summertime Sadness","Lana Del Rey"
"12","Safe And Sound","Capital Cities"
"13","Love Me Again","John Newman"
"14","Il Sale Della Terra","Ligabue"
"15","Quando Una Stella Muore","Giorgia"
"16","You Will Never Know","Imany"
"17","Gli Anni D'oro","Jake La Furia"
"18","Animals","Martin Garrix"
"19","Non Passerai","Marco Mengoni"
"20","In Assenza Di Te","Laura Pausini"
