"rank","title","artist"
"1","It's Raining Men","Geri Halliwell"
"2","Me Gustas Tu","Manu Chao"
"3","Infinito","RAF"
"4","Crying At The Discoteque","Alcazar"
"5","Candela","Chayanne"
"6","Bucatini Disco Dance","Bonolis & Laurenti"
"7","Clint Eastwood","Gorillaz"
"8","Tre Parole","Valeria Rossi"
"9","Lady Marmalade","C. Aguilera , Mya & Pink"
"10","Bella Vera","883"
"11","Salta-la Bomba Remix","King Africa"
"12","Imitation Of Life","R.E.M."
"13","Sing","Travis"
"14","Uptown Girl","Westlife"
"15","It Takes A Fool To Remain Sane","Ark"
"16","There You'll Be","Faith Hill"
"17","Down Down Down","Lollipop"
"18","Don't Leave Me Now","Lollipop"
"19","What Took You So Long?","Emma Bunton"
"20","Survivor","Destiny's Child"
