"rank","title","artist"
"1","Senza Pagare","J- AX & Fedez, T- Pain"
"2","Riccione","Thegiornalisti"
"3","Voglio Ballare Con Te","Baby K & Andres Dvicio"
"4","L'Esercito Del Selfie","Takagi & Ketra, Lorenzo Fragola & Arisa"
"5","Mi Gente","J Balvin & Willy William"
"6","Despacito","Luis Fonsi & Daddy Yankee"
"7","Pamplona","Fabri Fibra & Thegiornalisti"
"8","Thunder","Imagine Dragons"
"9","Tutto Per Una Ragione","Benji & Fede, Annalisa"
"10","Volare","Fabio Rovazzi & Gianni Morandi"
"11","Something Just Like This","Chainsmokers & Coldplay"
"12","El Party","Jake La Furia & Alessio La Profunda Melodia"
"13","More Than You Know","Axwell & Ingrosso"
"14","Attention","Charlie Puth"
"15","There's Nothing Holdin' Me Back","Shawn Mendes"
"16","Happy Days","Ghali"
"17","Wild Thoughts","DJ Khaled, Rihanna & Bryson Tiller"
"18","2U","David Guetta & Justin Bieber"
"19","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"20","No Lie","Sean Paul & Dua Lipa"
