"rank","title","artist"
"1","Il Pulcino Pio","Pulcino Pio"
"2","Balada ","Gusttavo Lima"
"3","Call Me Maybe","Carly Rae Jepsen"
"4","P.E.S.","Club Dogo & Giuliano Palma"
"5","Whistle","Flo Rida"
"6","Non Vivo Piu Senza Te","Biagio Antonacci"
"7","Little Talks","Of Monsters And Men"
"8","Mama Lover","Serebro"
"9","Some Nights","Fun."
"10","Ma Cherie","DJ Antoine"
"11","Tu Mi Porti Su","Giorgia"
"12","Endless Summer","Oceana"
"13","Summer Paradise","Simple Plan & K'naan"
"14","Se Il Mondo Fosse","Emis Killa, Club Dogo, Jax & Marracash"
"15","Come Un Pittore","Moda"
"16","We Are Young","Fun. & Janelle Monae"
"17","Payphone","Maroon 5 & Wiz Khalifa"
"18","Only The Horses","Scissor Sisters"
"19","Senza Riserva","Annalisa"
"20","Drive By","Train"
