"rank","title","artist"
"1","Shape Of You","Ed Sheeran"
"2","Despacito","Luis Fonsi & Daddy Yankee"
"3","Occidentali's Karma","Francesco Gabbani"
"4","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"5","Something Just Like This","Chainsmokers & Coldplay"
"6","I Don't Wanna Live Forever","Zayn & Taylor Swift"
"7","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"8","Castle On The Hill","Ed Sheeran"
"9","Il Diario Degli Errori","Michele Bravi"
"10","All Night","Parov Stelar"
"11","Paris","Chainsmokers"
"12","Il Conforto","Tiziano Ferro & Carmen Consoli"
"13","Fenomeno","Fabri Fibra"
"14","It Ain't Me","Kygo & Selena Gomez"
"15","Chained To The Rhythm","Katy Perry & Skip Marley"
"16","Galway Girl","Ed Sheeran"
"17","Vietato Morire","Ermal Meta"
"18","Perfect","Ed Sheeran"
"19","Portami Via","Fabrizio Moro"
"20","Piccole Cose","J-AX & Fedez, Alessandra Amoroso"
