"rank","title","artist"
"1","Vasco Extended Play","Vasco Rossi"
"2","The Singles Collection","Vasco Rossi"
"3","Umbrella","Rihanna"
"4","Relax Take It Easy","Mika"
"5","When You're Gone","Avril Lavigne"
"6","Do It Again","Chemical Brothers"
"7","Canos EP","Verdena"
"8","Second Life","Paola & Chiara"
"9","Adrenalina","Finley"
"10","Domo Mia","Tazenda"
"11","L'ego","Io Carlo"
"12","Bruci La Citta","Irene Grandi"
"13","Beautiful Liar","Beyonce & Shakira"
"14","Parlami D'amore","Negramaro"
"15","Niente Da Perdere","Simon"
"16","Everything","Michael Buble"
"17","Girlfriend","Avril Lavigne"
"18","Fresco","Battaglia Daniele"
"19","Reach Out","Take That"
"20","What I've Done","Linkin Park"
