"rank","title","artist"
"1","Calipso","Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"2","Calma (Remix)","Pedro Capo & Farruko"
"3","Con Calma","Daddy Yankee & Snow"
"4","Per Un Milione","BoomDaBash"
"5","Bad Guy","Billie Eilish"
"6","E Sempre Bello","Coez"
"7","Old Town Road","Lil Nas X"
"8","Soldi","Mahmood"
"9","Baila Baila Baila","Ozuna"
"10","Sweet But Psycho","Ava Max"
"11","Mademoiselle","Sfera Ebbasta"
"12","La Luna E La Gatta","Takagi & Ketra, Tommaso Paradiso, Jovanotti & Calcutta"
"13","Il Cielo Nella Stanza","Salmo & Nstasia"
"14","I Tuoi Particolari","Ultimo"
"15","Blu","Rkomi & Elisa"
"16","Don't Call Me Up","Mabel"
"17","Someone You Loved","Lewis Capaldi"
"18","ME!","Taylor Swift & Brendon Urie"
"19","Bad Liar","Imagine Dragons"
"20","Adan Y Eva","Paulo Londra"
