"rank","title","artist"
"1","Ai Se Eu Te Pego","Michel Telo"
"2","Someone Like You","Adele"
"3","Paradise","Coldplay"
"4","La Differenza Tra Me E Te","Tiziano Ferro"
"5","All I Want For Christmas Is You","Mariah Carey"
"6","We Found Love","Rihanna & Calvin Harris"
"7","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"8","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"9","Eclissi Del Cuore","L'Aura Abela"
"10","Tappeto Di Fragole","Moda"
"11","Unica","Antonello Venditti"
"12","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"13","L'Amore E Una Cosa Semplice","Tiziano Ferro"
"14","I Won't Let You Go","James Morrison"
"15","Levels","Avicii"
"16","Papi","Jennifer Lopez"
"17","Il Mio Giorno Migliore","Giorgia"
"18","Benvenuto","Laura Pausini"
"19","La Notte Dei Desideri","Jovanotti"
"20","Back To Black","Amy Winehouse"
