"rank","title","artist"
"1","Jubel","Klingande"
"2","Let Her Go","Passenger"
"3","Happy","Pharrell Williams"
"4","Stardust","Mika & Chiara"
"5","Ordinary Love","U2"
"6","Hey Brother","Avicii"
"7","The Monster","Eminem & Rihanna"
"8","Timber","Pitbull & Ke$ha"
"9","Wrecking Ball","Miley Cyrus"
"10","I'm Your Sacrifice","Ozark Henry"
"11","Unconditionally","Katy Perry"
"12","Sui Nostri Passi","Valerio Scanu"
"13","Burn","Ellie Goulding"
"14","Counting Stars","OneRepublic"
"15","Summertime Sadness","Lana Del Rey"
"16","Demons","Imagine Dragons"
"17","Talk Dirty","Jason Derulo & 2 Chainz"
"18","Wake Me Up!","Avicii"
"19","Story Of My Life","One Direction"
"20","Hard Out Here","Lily Allen"
