"rank","title","artist"
"1","Salvami","Gianna Nannini"
"2","Ma Il Cielo E Sempre Piu Blu","Giusy Ferreri"
"3","L' Amore Si Odia","Noemi & Fiorella Mannoia"
"4","I Gotta Feeling","Black Eyed Peas"
"5","Ti Vorrei Sollevare","Elisa"
"6","Bodies","Robbie Williams"
"7","She Wolf","Shakira"
"8","Celebration","Madonna"
"9","Senza Nuvole","Alessandra Amoroso"
"10","Resto Dell Idea","Marco Carta"
"11","Want","Natalie Imbruglia"
"12","Russian Roulette","Rihanna"
"13","Because Of You","Skunk Anansie"
"14","Sexy B****","David Guetta & Akon"
"14","Paparazzi","Lady Gaga"
"15","Haven't Met You Yet","Michael Buble"
"16","Estranei A Partire Da Ieri","Alessandra Amoroso"
"17","Ad Ogni Costo","Vasco Rossi"
"18","When Love Takes Over","David Guetta & Kelly Rowland"
"20","I Know You Want Me (Calle Ocho)","Pitbull"
