"rank","title","artist"
"1","La Notte","Arisa"
"2","Caruso","Lucio Dalla"
"3","Non E L'inferno","Emma"
"4","Ai Se Eu Te Pego","Michel Telo"
"5","Sono Solo Parole","Noemi"
"6","4 Marzo 1943","Lucio Dalla"
"7","Piazza Grande","Lucio Dalla"
"8","Titanium","David Guetta & Sia"
"9","L'anno Che Verra","Lucio Dalla"
"10","Per Sempre","Nina Zilli"
"11","Give Me All Your Luvin'","Madonna, Nicki Minaj & M.I.A."
"12","Sara Possibile","Nicole Tuzii"
"13","These Boots Are Made For Walkin","Planet Funk"
"14","Tappeto Di Fragole","Moda"
"15","We Found Love","Rihanna & Calvin Harris"
"16","Unica","Antonello Venditti"
"17","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"18","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"19","Eclissi Del Cuore","L'Aura Abela"
"20","L'Amore E Una Cosa Semplice","Tiziano Ferro"
