"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Shape Of You","Ed Sheeran"
"3","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"4","Something Just Like This","Chainsmokers & Coldplay"
"5","Believer","Imagine Dragons"
"6","Occidentali's Karma","Francesco Gabbani"
"7","Be Mine","Ofenbach"
"8","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"9","You Don't Know Me","Jax Jones & Raye"
"10","It Ain't Me","Kygo & Selena Gomez"
"11","Symphony","Clean Bandit & Zara Larsson"
"12","Fenomeno","Fabri Fibra"
"13","Chained To The Rhythm","Katy Perry & Skip Marley"
"14","No Lie","Sean Paul & Dua Lipa"
"15","Paris","Chainsmokers"
"16","Cold","Maroon 5 & Future"
"17","Galway Girl","Ed Sheeran"
"18","Chantaje","Shakira & Maluma"
"19","Sign Of The Times","Harry Styles"
"20","Passionfruit","Drake"
