"rank","title","artist"
"1","Roma Bangkok","Baby K & Giusy Ferreri"
"2","What Do You Mean?","Justin Bieber"
"3","Sugar","Robin Schulz & Francesco Yates"
"4","21 Grammi","Fedez"
"5","El Perdon","Nicky Jam & Enrique Iglesias"
"6","Marvin Gaye","Charlie Puth & Meghan Trainor"
"7","Beautiful Disaster","Fedez & Mika"
"8","Renegades","X Ambassadors"
"9","Lean On","Major Lazer, Snake & MO"
"10","How Deep Is Your Love","Calvin Harris & Disciples"
"11","Maria Salvador","J-AX"
"12","Can't Feel My Face","Weeknd"
"13","Waiting For Love","Avicii"
"14","Cheerleader","OMI"
"15","Luca Lo Stesso","Luca Carboni"
"16","Locked Away","R. City & Adam Levine"
"17","On My Mind","Ellie Goulding"
"18","Freedom","Pharrell Williams"
"19","Drag Me Down","One Direction"
"20","Are You With Me","Lost Frequencies"
