"rank","title","artist"
"1","Sofia","Alvaro Soler"
"2","Vorrei Ma Non Posto","J-AX & Fedez"
"3","Cheap Thrills","Sia"
"4","Duele El Corazon","Enrique Iglesias & Wisin"
"5","Faded","Alan Walker"
"6","One Dance","Drake, Wizkid & Kyla"
"7","Can't Stop The Feeling!","Justin Timberlake"
"8","I Took A Pill In Ibiza","Mike Posner"
"9","This Is What You Came For","Calvin Harris & Rihanna"
"10","This One's For You","David Guetta & Zara Larsson"
"11","Hymn For The Weekend","Coldplay & Beyonce"
"12","Cake By The Ocean","DNCE"
"13","This Girl"," "
"14","Light It Up","Major Lazer, Nyla & Fuse Odg"
"15","Bomber","Il Pagante"
"16","Fast Car","Jonas Blue & Dakota"
"17","Spirits","Strumbellas"
"18","Andiamo A Comandare","Fabio Rovazzi"
"19","Don't Let Me Down","Chainsmokers & Daya"
"20","7 Years","Lukas Graham"
