"rank","title","artist"
"1","Stop Crying Your Heart Out","Oasis"
"2","Moi ...lolita","Alizee"
"3","Whenever, Wherever","Shakira"
"4","Wherever You Will Go","Calling"
"5","Without Me","Eminem"
"6","Le Vent Nous Portera","Noir Desir"
"7","Don't Let Me Get Me","P!nk"
"8","Sei Solo Tu","Nek"
"9","Kiss Kiss","Holly Valance"
"10","Love At First Sight","Kylie Minogue"
"11","Saliro'","Daniele Silvestri"
"12","A Little Less Conversation","Elvis Vs Jxl"
"13","Cosa Restera' (in A Song)","Eiffel 65"
"14","Boom","Anastacia"
"15","Tainted Love","Marilyn Manson"
"16","Quanto T'ho Amato","Roberto Benigni"
"17","La Rondine","Mango"
"18","Hero","Chad Kroeger"
"19","Festival","Paola & Chiara"
"20","I Love Rock And Roll","Britney Spears"
