"rank","title","artist"
"1","Cercavo Amore","Emma"
"2","Come Un Pittore","Moda"
"3","Payphone","Maroon 5 & Wiz Khalifa"
"4","Somebody That I Used To Know","Gotye & Kimbra"
"5","We Are Young","Fun. & Janelle Monae"
"6","Drive By","Train"
"7","Ma Cherie","DJ Antoine"
"8","Tu Mi Porti Su","Giorgia"
"9","Senza Riserva","Annalisa"
"10","Dance Again","Jennifer Lopez & Pitbull"
"11","We Found Love","Rihanna & Calvin Harris"
"12","Summer Paradise","Simple Plan & K'naan"
"13","Girl Gone Wild","Madonna"
"14","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"15","Non E L'inferno","Emma"
"16","Sara Possibile","Nicole Tuzii"
"17","Goodbye Kiss","Kasabian"
"18","These Boots Are Made For Walkin","Planet Funk"
"19","Ci Vediamo A Casa","Dolcenera"
"20","Tacata","Romano & Sapienza"
