"rank","title","artist"
"1","On The Floor","Jennifer Lopez & Pitbull"
"2","Mr. Saxobeat","Alexandra Stan"
"3","Le Tasche Piene Di Sassi","Jovanotti"
"4","Eh...Gia","Vasco Rossi"
"5","Judas","Lady Gaga"
"6","Price Tag","Jessie J & B.o.B"
"7","Just Can't Get Enough","Black Eyed Peas"
"8","S&M","Rihanna"
"9","E.T.","Katy Perry"
"10","Rolling In The Deep","Adele"
"11","E.T.","Katy Perry"
"12","Arrivera","Emma & Moda"
"13","Diamante Lei E Luce Lui","Annalisa"
"14","Il Mare Immenso","Giusy Ferreri"
"15","Barbra Streisand","Duck Sauce"
"16","Io Confesso","Mauro Giovanardi Ermanno & La Crus"
"17","Tutto L'amore Che Ho","Jovanotti"
"18","Just The Way You Are","Bruno Mars"
"19","La Mia Storia Con Te","Alessandra Amoroso"
"20","What's My Name?","Rihanna & Drake"
