"rank","title","artist"
"1","Tutto Questo Sei Tu","Ultimo"
"2","Blun7 A Swishland","Tha Supreme"
"3","Dance Monkey","Tones And I"
"4","Fuck 3X","Tha Supreme"
"5","Holly & Benji","Ava, Capo Plaza & Shiva"
"6","Supreme (L'Ego)","Marracash, Tha Supreme & Sfera Ebbasta"
"7","Crudelia (I Nervi)","Marracash"
"8","Ti Volevo Dedicare","Rocco Hunt, J-AX & Boomdabash"
"9","Ritmo","Black Eyed Peas"
"10","Charles Manson (Buon Natale2)","Salmo, Dani Faiv & Nitro, Lazza"
"11","Soldi In Nero","Shiva & Sfera Ebbasta"
"12","Non Avere Paura","Tommaso Paradiso"
"13","All I Want For Christmas Is You","Mariah Carey"
"14","Memories","Maroon 5"
"15","Pookie (Remix)","Aya Nakamura & Capo Plaza"
"16","Bravi A Cadere","Marracash"
"17","Don't Start Now","Dua Lipa"
"18","m12ano","Tha Supreme & Mara Sattei"
"19","Sw1n6o","Tha Supreme & Salmo"
"20","Una Volta Ancora","Fred De Palma & Ana Mena"
