"rank","title","artist"
"1","Ai Se Eu Te Pego","Michel Telo"
"2","Give Me All Your Luvin'","Madonna, Nicki Minaj & M.I.A."
"3","Distratto","Francesca Michielin"
"4","Levels","Avicii"
"5","Titanium","David Guetta & Sia"
"6","L'Ultima Notte Al Mondo","Tiziano Ferro"
"7","Someone Like You","Adele"
"8","Young, Wild & Free","Snoop Dogg & Wiz Khalifa"
"9","Inevitabile","Giorgia & Eros Ramazzotti"
"10","Tappeto Di Fragole","Moda"
"11","Turning Tables","Adele"
"12","Unica","Antonello Venditti"
"13","We Found Love","Rihanna & Calvin Harris"
"14","Heaven","Emeli Sande"
"15","Sara Possibile","Nicole Tuzii"
"16","Eclissi Del Cuore","L'Aura Abela"
"17","Il Mio Giorno Migliore","Giorgia"
"18","F*** With You","Bob Sinclar & Sophie Ellis-Bextor"
"19","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"20","L'Amore E Una Cosa Semplice","Tiziano Ferro"
