"rank","title","artist"
"1","Love Me Like You Do","Ellie Goulding"
"2","Take Me To Church","Hozier"
"3","Grande Amore","Il Volo"
"4","Uptown Funk!","Mark Ronson & Bruno Mars"
"5","Thinking Out Loud","Ed Sheeran"
"6","Una Finestra Tra Le Stelle","Annalisa"
"7","Guerriero","Marco Mengoni"
"8","Straordinario","Chiara"
"9","Sabato","Jovanotti"
"10","Siamo Uguali","Lorenzo Fragola"
"11","Fatti Avanti Amore","Nek"
"12","Magnifico","Fedez & Francesca Michielin"
"13","Chandelier","Sia"
"14","Adesso E Qui (Nostalgico Presente)","Malika Ayane"
"15","Incanto","Tiziano Ferro"
"16","Hold Back The River","James Bay"
"17","Elastic Heart","Sia, The Weeknd & Diplo"
"18","Bailando","Enrique Iglesias"
"19","Sugar","Maroon 5"
"20","I'm An Albatraoz","AronChupa"
