"rank","title","artist"
"1","Bodies","Robbie Williams"
"2","L' Amore Si Odia","Noemi & Fiorella Mannoia"
"3","Ti Vorrei Sollevare","Elisa"
"4","I Gotta Feeling","Black Eyed Peas"
"5","She Wolf","Shakira"
"6","Resto Dell Idea","Marco Carta"
"7","Estranei A Partire Da Ieri","Alessandra Amoroso"
"8","Celebration","Madonna"
"9","Want","Natalie Imbruglia"
"10","Ad Ogni Costo","Vasco Rossi"
"11","Paparazzi","Lady Gaga"
"12","Cos E Normale","Zero Assoluto"
"13","I Know You Want Me (Calle Ocho)","Pitbull"
"14","We Are Golden","Mika"
"15","When Love Takes Over","David Guetta & Kelly Rowland"
"16","Boom Boom Pow","Black Eyed Peas"
"17","Poker Face","Lady Gaga"
"18","Ricordati Di Noi","Valerio Scanu"
"19","Con La Musica Alla Radio","Laura Pausini"
"20","Heavy Cross","Gossip"
