"rank","title","artist"
"1","Benvenuto","Laura Pausini"
"2","Paradise","Coldplay"
"3","I Soliti","Vasco Rossi"
"4","Moves Like Jagger","Maroon 5 & Christina Aguilera"
"5","Without You","David Guetta & Usher"
"6","Shimbalaye","Maria Gadu"
"7","Stanza Vuota","Mone"
"8","I Won't Let You Go","James Morrison"
"9","Saro Libera","Emma"
"10","Il Mio Giorno Migliore","Giorgia"
"11","Il Piu' Grande Spettacolo Dopo Il Big Bang","Jovanotti"
"12","Set Fire To The Rain","Adele"
"13","Just Can't Get Enough","Black Eyed Peas"
"14","Last Friday Night (T.G.I.F.)","Katy Perry"
"15","Last Friday Night (T.G.I.F.)","Katy Perry"
"16","Back To Black","Amy Winehouse"
"17","Rabiosa","Shakira & Pitbull"
"18","Price Tag","Jessie J & B.o.B"
"19","Basta Cosi","Negramaro & Elisa"
"20","California King Bed","Rihanna"
