"rank","title","artist"
"1","Prayer In C (Robin Schulz Remix)","Lilly Wood & Prick"
"2","Hideaway","Kiesza"
"3","Bailando","Enrique Iglesias"
"4","Lovers On The Sun","David Guetta & Sam Martin"
"5","Il Mio Giorno Piu Bello Nel Mondo","Francesco Renga"
"6","The Chamber","Lenny Kravitz"
"7","A Sky Full Of Stars","Coldplay"
"8","Lasciami Entrare","Valerio Scanu"
"9","Summer","Calvin Harris"
"10","Am I Wrong","Nico & Vinz"
"11","Waves","Mr Probz"
"12","L'Amore Non Esiste","Fabi Silvestri Gazze"
"13","Stay With Me","Sam Smith"
"14","Maps","Maroon 5"
"15","Geronimo","Sheppard"
"16","Shake It Off","Taylor Swift"
"17","All Of Me","John Legend"
"18","Problem","Ariana Grande & Iggy Azalea"
"19","Splendida Ostinazione","Marco Carta"
"20","Extraordinary","Clean Bandit"
