"rank","title","artist"
"1","Roma Bangkok","Baby K & Giusy Ferreri"
"2","What Do You Mean?","Justin Bieber"
"3","El Perdon","Nicky Jam & Enrique Iglesias"
"4","Renegades","X Ambassadors"
"5","Sugar","Robin Schulz & Francesco Yates"
"6","Marvin Gaye","Charlie Puth & Meghan Trainor"
"7","Maria Salvador","J-AX"
"8","Lean On","Major Lazer, Snake & MO"
"9","Can't Feel My Face","Weeknd"
"10","Inifinity","One Direction"
"11","El Mismo Sol","Alvaro Soler & Jennifer Lopez"
"12","Waiting For Love","Avicii"
"13","# Fuori C'e Il Sole","Lorenzo Fragola"
"14","Cheerleader","OMI"
"15","Freedom","Pharrell Williams"
"16","Drag Me Down","One Direction"
"17","How Deep Is Your Love","Calvin Harris & Disciples"
"18","Are You With Me","Lost Frequencies"
"19","Firestone","Kygo & Conrad"
"20","L'estate Addosso","Jovanotti"
