"rank","title","artist"
"1","Hello","Adele"
"2","What Do You Mean?","Justin Bieber"
"3","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"4","Roma Bangkok","Baby K & Giusy Ferreri"
"5","Sorry","Justin Bieber"
"6","Sugar","Robin Schulz & Francesco Yates"
"7","Locked Away","R. City & Adam Levine"
"8","Renegades","X Ambassadors"
"9","21 Grammi","Fedez"
"10","Adventure Of A Lifetime","Coldplay"
"11","Hotline Bling","Drake"
"12","Love Yourself","Justin Bieber & Jaden Smith"
"13","How Deep Is Your Love","Calvin Harris & Disciples"
"14","Marvin Gaye","Charlie Puth & Meghan Trainor"
"15","Reality","Lost Frequencies & Janieck Devy"
"16","On My Mind","Ellie Goulding"
"17","Perfect","One Direction"
"18","La Vita Come","Max Gazze"
"19","Focus","Ariana Grande"
"20","El Perdon","Nicky Jam & Enrique Iglesias"
