"rank","title","artist"
"1","Baby Let's Play House","Elvis Presley"
"2","Apologize","Timbaland"
"3","Bleeding Love","Leona Lewis"
"4","I'll Be Waiting","Lenny Kravitz"
"5","Don't Stop The Music","Rihanna"
"6","Fango","Jovanotti"
"7","Tear Down These Houses","Skin"
"8","Estupido","Cinema 2"
"9","Fermo Immagine","Monodia"
"10","Scusa Ma Ti Chiamo Amore","Sugarfree"
"11","Amen","Zucchero"
"12","La La Song (Non Credo Di Esser)","Giorgia"
"13","Wanna Be Startin' Somethin' 2008","Michael Jackson & Akon"
"14","What A Fool Believes","Neri Per Caso"
"15","If I Had Eyes","Jack Johnson"
"16","Back To Black","Amy Winehouse"
"17","Milano","Alex  Britti"
"18","Same Mistake","James Blunt"
"19","Pumpkin Soup","Kate Nash"
"20","Suicidio D'amore","Gianna Nannini"
