"rank","title","artist"
"1","Faded","Alan Walker"
"2","7 Years","Lukas Graham"
"3","Ginza","J Balvin"
"4","Hymn For The Weekend","Coldplay & Beyonce"
"5","Work","Rihanna & Drake"
"6","Est-ce Que Tu M`aimes?","Maitre Gims"
"7","Sorry","Justin Bieber"
"8","Stressed Out","Twenty One Pilots"
"9","Stitches","Shawn Mendes"
"10","Fast Car","Jonas Blue & Dakota"
"11","Light It Up","Major Lazer, Nyla & Fuse Odg"
"12","No Hero","Elisa"
"13","Take Me Home","Jess Glynne"
"14","Cheap Thrills","Sia"
"15","Love Yourself","Justin Bieber & Jaden Smith"
"16","Nessun Grado Di Separazione","Francesca Michielin"
"17","Pillowtalk","Zayn Malik"
"18","Infinite Volte","Lorenzo Fragola"
"19","Dangerous Woman","Ariana Grande"
"20","Reality","Lost Frequencies & Janieck Devy"
