"rank","title","artist"
"1","Wherever You Will Go","Calling"
"2","Moi ...lolita","Alizee"
"3","Without Me","Eminem"
"4","Whenever, Wherever","Shakira"
"5","Sei Solo Tu","Nek"
"6","Don't Let Me Get Me","P!nk"
"7","Le Vent Nous Portera","Noir Desir"
"8","Love At First Sight","Kylie Minogue"
"9","Tainted Love","Marilyn Manson"
"10","Boom","Anastacia"
"11","Saliro'","Daniele Silvestri"
"12","Quanto T'ho Amato","Roberto Benigni"
"13","Moriro' D'amore","Jovanotti"
"14","A Little Less Conversation","Elvis Vs Jxl"
"15","Vivi Davvero","Giorgia Todrani"
"16","Festival","Paola & Chiara"
"17","Hero","Chad Kroeger"
"18","La Rondine","Mango"
"19","Cosa Restera' (in A Song)","Eiffel 65"
"20","I Love Rock And Roll","Britney Spears"
