"rank","title","artist"
"1","Ho Paura Di Uscire 2","Machete, Salmo & Lazza"
"2","Yoshi","Machete, Dani Faiv, Tha Supreme & Fabri Fibra"
"3","Marylean","Machete, Salmo, Nitro & Marracash"
"4","Star Wars","Machete, Fabri Fibra & Massimo Pericolo"
"5","Jambo","Takagi & Ketra, Omi & Giusy Ferreri"
"6","Dove E Quando","Benji & Fede"
"7","Ostia Lido","J-AX"
"8","Senorita","Shawn Mendes & Camila Cabello"
"9","Mammastomale","Machete, Gemitaiz, Izi & Salmo"
"10","No Way","Machete, Tedua, Tha Supreme & Nitro"
"11","Mambo Salentino","Boomdabash & Alessandra Amoroso"
"12","Una Volta Ancora","Fred De Palma & Ana Mena"
"13","Calipso","Charlie Charles, Sfera Ebbasta, Mahmood & Fabri Fibra"
"14","Io Puo","Machete, Jack The Smoker, Beba & Salmo"
"15","Bud Spencer","Machete, Salmo & Lazza"
"16","Gang!","Machete, Salmo & Hell Raton"
"17","Doppiogang","Machete & Tha Supreme"
"18","Sugar","Machete, Salmo & Lazza"
"19","I Don't Care","Ed Sheeran & Justin Bieber"
"20","Playa","Baby K"
