"rank","title","artist"
"1","Hello","Adele"
"2","What Do You Mean?","Justin Bieber"
"3","Ti Ho Voluto Bene Veramente","Marco Mengoni"
"4","Roma Bangkok","Baby K & Giusy Ferreri"
"5","Sugar","Robin Schulz & Francesco Yates"
"6","Sorry","Justin Bieber"
"7","21 Grammi","Fedez"
"8","Focus","Ariana Grande"
"9","Marvin Gaye","Charlie Puth & Meghan Trainor"
"10","Renegades","X Ambassadors"
"11","La Vita Come","Max Gazze"
"12","Locked Away","R. City & Adam Levine"
"13","How Deep Is Your Love","Calvin Harris & Disciples"
"14","El Perdon","Nicky Jam & Enrique Iglesias"
"15","Can't Feel My Face","Weeknd"
"16","Luca Lo Stesso","Luca Carboni"
"17","Lean On","Major Lazer, Snake & MO"
"18","On My Mind","Ellie Goulding"
"19","Reality","Lost Frequencies & Janieck Devy"
"20","Hotline Bling","Drake"
