"rank";"title";"artist"
"1";"Blun7 A Swishland";"Tha Supreme"
"2";"Supreme (L'Ego)";"Marracash, Tha Supreme & Sfera Ebbasta"
"3";"Dance Monkey";"Tones And I"
"4";"Crudelia (I Nervi)";"Marracash"
"5";"Flashback";"Ghali"
"6";"Ritmo";"Black Eyed Peas"
"7";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"8";"Madame (L'Anima)";"Marracash & Madame"
"9";"Quelli Che Non Pensano (Il Cervello)";"Marracash & Coez"
"10";"Bravi A Cadere";"Marracash"
"11";"Non Avere Paura";"Tommaso Paradiso"
"12";"Appartengo (Il Sangue)";"Marracash & Massimo Pericolo"
"13";"Qualcosa In Cui Credere (Lo Scheletro)";"Marracash & Gue Pequeno"
"14";"Pookie";"Aya Nakamura"
"15";"Una Volta Ancora";"Fred De Palma & Ana Mena"
"16";"Non Sono Marra";"Marracash & Mahmood"
"17";"Body Parts";"Marracash"
"18";"G.O.A.T.";"Marracash"
"19";"Memories";"Maroon 5"
"20";"Sport";"Marracash & Luche"
