"rank","title","artist"
"1","La Musica Non C'e","Coez"
"2","Rockstar","Post Malone & 21 Savage"
"3","Lamborghini","Gue Pequeno & Sfera Ebbasta"
"4","Mi Gente","J Balvin & Willy William"
"5","What About Us","P!nk"
"6","Me Rehuso","Danny Ocean"
"7","Oro & Argento","Gemitaiz"
"8","What Lovers Do","Maroon 5 & SZA"
"9","Faccio Un Casino","Coez"
"10","More Than You Know","Axwell & Ingrosso"
"11","Habibi","Ghali"
"12","Stavo Pensando A Te","Fabri Fibra"
"13","Dusk Till Dawn","Zayn & Sia"
"14","Without You","Avicii & Sandro Cavazza"
"15","New Rules","Dua Lipa"
"16","Senza Pagare","J- AX & Fedez, T- Pain"
"17","Le Luci Della Citta","Coez"
"18","Ti Fa Stare Bene","Caparezza"
"19","El Party","Jake La Furia & Alessio La Profunda Melodia"
"20","Giovane Fuoriclasse","Capo Plaza & Ava"
