"rank","title","artist"
"1","La Musica Non C'e","Coez"
"2","Perfect","Ed Sheeran"
"3","Giovane Fuoriclasse","Capo Plaza & Ava"
"4","Rockstar","Post Malone & 21 Savage"
"5","Havana","Camila Cabello & Young Thug"
"6","Sconosciuti Da Una Vita","J-AX & Fedez"
"7","Oh, Vita!","Jovanotti"
"8","What Lovers Do","Maroon 5 & SZA"
"9","Dusk Till Dawn","Zayn & Sia"
"10","Too Good At Goodbyes","Sam Smith"
"11","Habibi","Ghali"
"12","New Rules","Dua Lipa"
"13","Stavo Pensando A Te","Fabri Fibra"
"14","Me Rehuso","Danny Ocean"
"15","Ti Fa Stare Bene","Caparezza"
"16","Le Luci Della Citta","Coez"
"17","Mi Gente","J Balvin & Willy William"
"18","Faccio Un Casino","Coez"
"19","Poetica","Cesare Cremonini"
"20","Katchi","Ofenbach & Nick Waterhouse"
