"rank";"title";"artist"
"1";"Supreme (L'Ego)";"Marracash, Tha Supreme & Sfera Ebbasta"
"2";"Crudelia (I Nervi)";"Marracash"
"3";"Dance Monkey";"Tones And I"
"4";"Quelli Che Non Pensano (Il Cervello)";"Marracash & Coez"
"5";"Appartengo (Il Sangue)";"Marracash & Massimo Pericolo"
"6";"Qualcosa In Cui Credere (Lo Scheletro)";"Marracash & Gue Pequeno"
"7";"Madame (L'Anima)";"Marracash & Madame"
"8";"Bravi A Cadere";"Marracash"
"9";"Body Parts";"Marracash"
"10";"Sport";"Marracash & Luche"
"11";"Non Sono Marra";"Marracash & Mahmood"
"12";"G.O.A.T.";"Marracash"
"13";"Poco Di Buono";"Marracash"
"14";"Ti Volevo Dedicare";"Rocco Hunt, J-AX & Boomdabash"
"15";"Da Buttare";"Marracash"
"16";"Ritmo";"Black Eyed Peas"
"17";"Non Avere Paura";"Tommaso Paradiso"
"18";"Greta Thunberg";"Marracash & Cosmo"
"19";"Tutto Questo Niente";"Marracash"
"20";"Pookie";"Aya Nakamura"
