"rank","title","artist"
"1","Balada ","Gusttavo Lima"
"2","Endless Summer","Oceana"
"3","Payphone","Maroon 5 & Wiz Khalifa"
"4","Ma Cherie","DJ Antoine"
"5","Only The Horses","Scissor Sisters"
"6","Come Un Pittore","Moda"
"7","Summer Paradise","Simple Plan & K'naan"
"8","Tu Mi Porti Su","Giorgia"
"9","Girl Gone Wild","Madonna"
"10","Drive By","Train"
"11","We Found Love","Rihanna & Calvin Harris"
"12","Senza Riserva","Annalisa"
"13","Come Se Non Fosse Stato Mai Amore","Marco Carta"
"14","We Are Young","Fun. & Janelle Monae"
"15","Sara Possibile","Nicole Tuzii"
"16","Somebody That I Used To Know","Gotye & Kimbra"
"17","Dance Again","Jennifer Lopez & Pitbull"
"18","Goodbye Kiss","Kasabian"
"19","Non E L'inferno","Emma"
"20","These Boots Are Made For Walkin","Planet Funk"
