"rank","title","artist"
"1","Despacito","Luis Fonsi & Daddy Yankee"
"2","Shape Of You","Ed Sheeran"
"3","Subeme La Radio","Enrique Iglesias, Descemer Bueno, Zion & Lennox"
"4","Something Just Like This","Chainsmokers & Coldplay"
"5","Occidentali's Karma","Francesco Gabbani"
"6","Believer","Imagine Dragons"
"7","Rockabye","Clean Bandit, Sean Paul & Anne-Marie"
"8","Be Mine","Ofenbach"
"9","Sign Of The Times","Harry Styles"
"10","It Ain't Me","Kygo & Selena Gomez"
"11","You Don't Know Me","Jax Jones & Raye"
"12","Fenomeno","Fabri Fibra"
"13","Chained To The Rhythm","Katy Perry & Skip Marley"
"14","Symphony","Clean Bandit & Zara Larsson"
"15","Paris","Chainsmokers"
"16","No Lie","Sean Paul & Dua Lipa"
"17","Bimbi","Charlie Charles"
"18","Cold","Maroon 5 & Future"
"19","I Don't Wanna Live Forever","Zayn & Taylor Swift"
"20","Passionfruit","Drake"
